case,seed,alg,mode,environment,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,recovery_evals_50,recovery_success_50,recovery_evals_90,recovery_success_90
F2,3,SGO,cold_restart,88,189.32410473838746,28.85267796499923,31.907590678142064,160.47142677338823,0.8476016669675077,10,True,425,True
F2,3,SGO,cold_restart,89,120.68823702282958,29.79874872514391,31.51834214503538,90.88948829768567,0.7530931807421536,34,True,220,True
F2,3,SGO,cold_restart,90,112.4593506945535,25.92122821502685,27.65421942651514,86.53812247952666,0.7695057987180587,37,True,225,True
F2,3,SGO,cold_restart,91,100.63924172906388,13.145246459514532,16.140527637392815,87.49399526954934,0.8693824969895586,14,True,327,True
F2,3,SGO,cold_restart,92,136.51461653811856,17.85359858189156,20.771260739940846,118.661017956227,0.8692184101992745,15,True,404,True
F2,3,SGO,cold_restart,93,127.26404740505913,46.925486192401415,48.60614989573978,80.33856121265771,0.6312746046568374,20,True,224,True
F2,3,SGO,cold_restart,94,121.12247488796301,12.325855233633078,14.775325356108375,108.79661965432993,0.8982364318014938,15,True,348,True
F2,3,SGO,cold_restart,95,77.38645446266743,23.939061935898508,28.21711041156674,53.44739252676892,0.6906556567022059,55,True,1385,True
F2,3,SGO,cold_restart,96,78.22208584832323,8.32826216104695,11.646027915948771,69.89382368727628,0.8935305537978635,120,True,695,True
F2,3,SGO,cold_restart,97,202.56347011588258,17.878990251038772,21.53008459259526,184.6844798648438,0.9117363548283876,6,True,403,True
F2,3,SGO,cold_restart,98,137.44531769362248,21.901853602637352,24.703715103520885,115.54346409098514,0.8406504203260058,21,True,391,True
F2,3,SGO,cold_restart,99,156.40426112561454,30.24133176461504,32.90154146682505,126.1629293609995,0.8066463691783499,5,True,215,True
F2,3,SGO,cold_restart,100,94.03723169151132,15.2408893552673,19.101877610966895,78.79634233624402,0.837927073339792,17,True,875,True
F2,6,SGO,cold_restart,1,123.86977303898934,10.793650770456559,15.711597061038404,113.07612226853277,0.9128629163867189,9,True,553,True
