system,ic,alg,trial,seed,NP,nrmse,deterministic_reference_nrmse,realized_nfe_mean,fe_exact,time_ms_mean
uav,IC4_attitude_perturbed,GWO,3,16031003,30,0.0012814329684188587,0.0012838281036897717,1000.0,True,22.241574980085716
uav,IC4_attitude_perturbed,GWO,4,16031004,30,0.001282996790110003,0.0012838281036897717,1000.0,True,22.238706487580203
uav,IC4_attitude_perturbed,PSO,0,16032000,10,0.0012913982342344203,0.0012838281036897717,1000.0,True,4.448087967350148
uav,IC4_attitude_perturbed,PSO,1,16032001,10,0.0012812303342980304,0.0012838281036897717,1000.0,True,4.452786442707293
uav,IC4_attitude_perturbed,PSO,2,16032002,10,0.0016467769185294892,0.0012838281036897717,1000.0,True,4.4509382649557665
uav,IC4_attitude_perturbed,PSO,3,16032003,10,0.00127405223784331,0.0012838281036897717,1000.0,True,4.461119655170478
uav,IC4_attitude_perturbed,PSO,4,16032004,10,0.009004285899446808,0.0012838281036897717,1000.0,True,4.452780568506569
uav,IC4_attitude_perturbed,WOA,0,16033000,30,0.00240578931223722,0.0012838281036897717,1000.0,True,8.066571540664881
uav,IC4_attitude_perturbed,WOA,1,16033001,30,0.0015227040469712012,0.0012838281036897717,1000.0,True,8.043845824548043
uav,IC4_attitude_perturbed,WOA,2,16033002,30,0.0017682560677299,0.0012838281036897717,1000.0,True,8.029186864267103
uav,IC4_attitude_perturbed,WOA,3,16033003,30,0.0017915911551111081,0.0012838281036897717,1000.0,True,7.980865642777644
uav,IC4_attitude_perturbed,WOA,4,16033004,30,0.0017745902957756333,0.0012838281036897717,1000.0,True,8.014115501078777
uav,IC5_with_velocity,SGO,0,16040000,20,0.001950947159910086,0.0019675502542653013,1000.0,True,12.911431097076274
uav,IC5_with_velocity,SGO,1,16040001,20,0.0019674834723951108,0.0019675502542653013,1000.0,True,12.869305921019986
uav,IC5_with_velocity,SGO,2,16040002,20,0.0019411089359744624,0.0019675502542653013,1000.0,True,12.958451033802703
uav,IC5_with_velocity,SGO,3,16040003,20,0.0019650687174099604,0.0019675502542653013,1000.0,True,12.93942918558605
uav,IC5_with_velocity,SGO,4,16040004,20,0.001954616125044953,0.0019675502542653013,1000.0,True,12.945092864800245
uav,IC5_with_velocity,GWO,0,16041000,30,0.001967229370437903,0.0019675502542653013,1000.0,True,22.241019678884186
uav,IC5_with_velocity,GWO,1,16041001,30,0.001969398874832817,0.0019675502542653013,1000.0,True,22.195807854412124
uav,IC5_with_velocity,GWO,2,16041002,30,0.00196473464719822,0.0019675502542653013,1000.0,True,22.139853688888252
uav,IC5_with_velocity,GWO,3,16041003,30,0.00197415221566287,0.0019675502542653013,1000.0,True,22.23839505703654
uav,IC5_with_velocity,GWO,4,16041004,30,0.001966574091943733,0.0019675502542653013,1000.0,True,22.181537150405347
uav,IC5_with_velocity,PSO,0,16042000,10,0.0019684254665550027,0.0019675502542653013,1000.0,True,4.432961898623034
uav,IC5_with_velocity,PSO,1,16042001,10,0.001966946238728924,0.0019675502542653013,1000.0,True,4.481590738752857
uav,IC5_with_velocity,PSO,2,16042002,10,0.0019707890962613046,0.0019675502542653013,1000.0,True,4.452049531741068
uav,IC5_with_velocity,PSO,3,16042003,10,0.0019695955669038084,0.0019675502542653013,1000.0,True,4.470580066205002
uav,IC5_with_velocity,PSO,4,16042004,10,0.0019670003280883685,0.0019675502542653013,1000.0,True,4.4646480003139
uav,IC5_with_velocity,WOA,0,16043000,30,0.0019857344544998213,0.0019675502542653013,1000.0,True,8.069137148326263
uav,IC5_with_velocity,WOA,1,16043001,30,0.0020173005520609153,0.0019675502542653013,1000.0,True,8.018175630830228
uav,IC5_with_velocity,WOA,2,16043002,30,0.0019733450584947555,0.0019675502542653013,1000.0,True,7.9365571272792295
uav,IC5_with_velocity,WOA,3,16043003,30,0.0019953525205953205,0.0019675502542653013,1000.0,True,8.004704797524028
uav,IC5_with_velocity,WOA,4,16043004,30,0.0019205827470646327,0.0019675502542653013,1000.0,True,8.015121686621569
