system,Nc,source,k,max_cart_over_box,min_cart_over_box,worst_abs_cart_over_box,limit,penalty_can_activate,margin
pendcart,1,deterministic,110,2.8680439153119313,0.44476028277454643,2.8680439153119313,10.0,False,7.131956084688069
pendcart,1,deterministic,111,2.8680241265460094,0.4447476991775909,2.8680241265460094,10.0,False,7.131975873453991
pendcart,1,deterministic,112,2.8679777976784533,0.44472782876596323,2.8679777976784533,10.0,False,7.132022202321547
pendcart,1,deterministic,113,2.8679099400803136,0.44470041447526126,2.8679099400803136,10.0,False,7.132090059919687
pendcart,1,deterministic,114,2.867825999154784,0.44466573432500484,2.867825999154784,10.0,False,7.132174000845216
pendcart,1,deterministic,115,2.867731558416375,0.4446245172654251,2.867731558416375,10.0,False,7.132268441583625
pendcart,1,deterministic,116,2.867632071510925,0.4445778491202025,2.867632071510925,10.0,False,7.132367928489074
pendcart,1,deterministic,117,2.86753263078938,0.4445270738966512,2.86753263078938,10.0,False,7.1324673692106195
pendcart,1,deterministic,118,2.867437778467806,0.44447369533994985,2.867437778467806,10.0,False,7.1325622215321935
pendcart,1,deterministic,119,2.8673513638510713,0.44441928304332706,2.8673513638510713,10.0,False,7.132648636148929
pendcart,1,deterministic,120,2.8672764476776695,0.4443653867356264,2.8672764476776695,10.0,False,7.1327235523223305
pendcart,1,deterministic,121,2.8672152524495913,0.44431346159595003,2.8672152524495913,10.0,False,7.132784747550408
pendcart,1,deterministic,122,2.867169155714824,0.44426480663525547,2.867169155714824,10.0,False,7.132830844285176
pendcart,1,deterministic,123,2.86713872172098,0.4442205173767126,2.86713872172098,10.0,False,7.1328612782790195
pendcart,1,deterministic,124,2.8671237656865243,0.4441814532958345,2.8671237656865243,10.0,False,7.132876234313476
pendcart,1,deterministic,125,2.867123444149313,0.4441482197775096,2.867123444149313,10.0,False,7.132876555850687
pendcart,1,deterministic,126,2.867136364442712,0.44412116373355337,2.867136364442712,10.0,False,7.132863635557288
pendcart,1,deterministic,127,2.867160706291529,0.44410038151801295,2.867160706291529,10.0,False,7.1328392937084715
pendcart,1,deterministic,128,2.8671943487786082,0.4440857373885401,2.8671943487786082,10.0,False,7.132805651221392
pendcart,1,deterministic,129,2.8672349964585546,0.4440768904944321,2.8672349964585546,10.0,False,7.132765003541445
pendcart,1,deterministic,130,2.8672802991362523,0.4440733282236034,2.8672802991362523,10.0,False,7.132719700863747
pendcart,1,deterministic,131,2.867327960726797,0.44407440370482576,2.867327960726797,10.0,False,7.132672039273203
pendcart,1,deterministic,132,2.867375833612894,0.4440793753269444,2.867375833612894,10.0,False,7.132624166387107
pendcart,1,deterministic,133,2.867421995960316,0.44408744628911284,2.867421995960316,10.0,False,7.132578004039684
pendcart,1,deterministic,134,2.8674648104909775,0.4440978024189025,2.8674648104909775,10.0,False,7.1325351895090225
pendcart,1,deterministic,135,2.867502964200461,0.4441096467705716,2.867502964200461,10.0,False,7.132497035799539
pendcart,1,deterministic,136,2.8675354894057996,0.44412222982580735,2.8675354894057996,10.0,False,7.1324645105942
pendcart,1,deterministic,137,2.8675617672894114,0.44413487444624766,2.8675617672894114,10.0,False,7.132438232710589
pendcart,1,deterministic,138,2.8675815157464664,0.44414699505483446,2.8675815157464664,10.0,False,7.132418484253534
pendcart,1,deterministic,139,2.867594763831228,0.44415811083677975,2.867594763831228,10.0,False,7.132405236168772
pendcart,1,deterministic,140,2.867601815430821,0.4441678530386226,2.867601815430821,10.0,False,7.132398184569179
pendcart,1,deterministic,141,2.8676032049740527,0.44417596669569454,2.8676032049740527,10.0,False,7.132396795025947
pendcart,1,deterministic,142,2.8675996480178085,0.44418230732708136,2.8675996480178085,10.0,False,7.1324003519821915
