system,alg,NP,maxIter_derived,fe_budget,seed,trial,nrmse,mean_nfe_per_step,mean_time_ms,P,Nc,Q_scale,ic
uav,SGO,20,105,1000,12030000,0,0.00820058851029804,1000.0,11.573359839559998,10,1,1.0,tune
uav,SGO,20,105,1000,12030001,1,0.00811352064548637,1000.0,11.528641705750488,10,1,1.0,tune
uav,SGO,20,105,1000,12030002,2,0.00811245893228035,1000.0,11.45835854561301,10,1,1.0,tune
uav,SGO,30,72,1000,12040000,0,0.008068910949989164,1000.0,11.17442425567424,10,1,1.0,tune
uav,SGO,30,72,1000,12040001,1,0.00812055790539466,1000.0,11.216367855435237,10,1,1.0,tune
uav,SGO,30,72,1000,12040002,2,0.008276013432502423,1000.0,11.226908649725374,10,1,1.0,tune
uav,GWO,8,130,1000,12001000,0,0.008053809313426457,1000.0,20.780794072023127,10,1,1.0,tune
uav,GWO,8,130,1000,12001001,1,0.008062918938220072,1000.0,20.582228327635676,10,1,1.0,tune
uav,GWO,8,130,1000,12001002,2,0.008057582015633965,1000.0,20.58492031530477,10,1,1.0,tune
uav,GWO,10,105,1000,12011000,0,0.008149955642776374,1000.0,20.633733096299693,10,1,1.0,tune
uav,GWO,10,105,1000,12011001,1,0.008056038035349265,1000.0,20.593634901975747,10,1,1.0,tune
uav,GWO,10,105,1000,12011002,2,0.008055138915257635,1000.0,20.529171998496167,10,1,1.0,tune
uav,GWO,14,77,1000,12021000,0,0.00815213001150046,1000.0,20.43686550570419,10,1,1.0,tune
uav,GWO,14,77,1000,12021001,1,0.008056996613835894,1000.0,20.563397321500815,10,1,1.0,tune
uav,GWO,14,77,1000,12021002,2,0.00805495667793662,1000.0,20.67438701138599,10,1,1.0,tune
uav,GWO,20,55,1000,12031000,0,0.008057140153547837,1000.0,20.686421668040566,10,1,1.0,tune
uav,GWO,20,55,1000,12031001,1,0.008056116951762024,1000.0,20.68100837810198,10,1,1.0,tune
uav,GWO,20,55,1000,12031002,2,0.008055080944835574,1000.0,20.7302479838836,10,1,1.0,tune
uav,GWO,30,39,1000,12041000,0,0.008056923536990503,1000.0,20.320796305662952,10,1,1.0,tune
uav,GWO,30,39,1000,12041001,1,0.008052223205400253,1000.0,20.284550268552266,10,1,1.0,tune
uav,GWO,30,39,1000,12041002,2,0.008053934105987837,1000.0,20.243248256738298,10,1,1.0,tune
uav,PSO,8,130,1000,12002000,0,0.009499470443458608,1000.0,4.321087271149736,10,1,1.0,tune
uav,PSO,8,130,1000,12002001,1,0.011814637572228434,1000.0,4.319188787485473,10,1,1.0,tune
uav,PSO,8,130,1000,12002002,2,0.01635744880926836,1000.0,4.2827660900657065,10,1,1.0,tune
uav,PSO,10,105,1000,12012000,0,0.007934360669755195,1000.0,4.0332746807835065,10,1,1.0,tune
uav,PSO,10,105,1000,12012001,1,0.011983161334782519,1000.0,4.019649290945381,10,1,1.0,tune
uav,PSO,10,105,1000,12012002,2,0.008050319871105374,1000.0,4.020403714035638,10,1,1.0,tune
uav,PSO,14,77,1000,12022000,0,0.008035316837203611,1000.0,3.7720593555714004,10,1,1.0,tune
uav,PSO,14,77,1000,12022001,1,0.00803523245050406,1000.0,3.804820174642373,10,1,1.0,tune
uav,PSO,14,77,1000,12022002,2,0.012187353886792226,1000.0,3.7916632962296717,10,1,1.0,tune
uav,PSO,20,55,1000,12032000,0,0.008032785219562943,1000.0,3.5489811388542876,10,1,1.0,tune
uav,PSO,20,55,1000,12032001,1,0.012538460336353934,1000.0,3.5237267919583246,10,1,1.0,tune
uav,PSO,20,55,1000,12032002,2,0.008053457851636346,1000.0,3.5669289691140875,10,1,1.0,tune
uav,PSO,30,39,1000,12042000,0,0.01425659376296059,1000.0,3.423696065787226,10,1,1.0,tune
uav,PSO,30,39,1000,12042001,1,0.014097173947310804,1000.0,3.4294252525432967,10,1,1.0,tune
uav,PSO,30,39,1000,12042002,2,0.015570927775917107,1000.0,3.427945847681258,10,1,1.0,tune
uav,WOA,8,130,1000,12003000,0,0.008663435625507915,1000.0,7.527216582559049,10,1,1.0,tune
uav,WOA,8,130,1000,12003001,1,0.008675835426058445,1000.0,7.519462865951937,10,1,1.0,tune
uav,WOA,8,130,1000,12003002,2,0.009289322067392754,1000.0,7.483834266022313,10,1,1.0,tune
uav,WOA,10,105,1000,12013000,0,0.008420197922256649,1000.0,7.43589783331845,10,1,1.0,tune
uav,WOA,10,105,1000,12013001,1,0.008801437082966709,1000.0,7.453292974620126,10,1,1.0,tune
uav,WOA,10,105,1000,12013002,2,0.00841734584440363,1000.0,7.398582883994095,10,1,1.0,tune
uav,WOA,14,77,1000,12023000,0,0.008541072270761408,1000.0,7.40180120448349,10,1,1.0,tune
uav,WOA,14,77,1000,12023001,1,0.008409242555347876,1000.0,7.3678149523912,10,1,1.0,tune
uav,WOA,14,77,1000,12023002,2,0.008731266249574461,1000.0,7.377198493340984,10,1,1.0,tune
uav,WOA,20,55,1000,12033000,0,0.008582755672755502,1000.0,7.330659907660447,10,1,1.0,tune
uav,WOA,20,55,1000,12033001,1,0.00851637870928236,1000.0,7.503432891331613,10,1,1.0,tune
uav,WOA,20,55,1000,12033002,2,0.00844521118571345,1000.0,7.478281200455967,10,1,1.0,tune
uav,WOA,30,39,1000,12043000,0,0.008301038995382563,1000.0,7.392763813142665,10,1,1.0,tune
uav,WOA,30,39,1000,12043001,1,0.008597069549911332,1000.0,7.258736678631976,10,1,1.0,tune
uav,WOA,30,39,1000,12043002,2,0.008123160060279548,1000.0,7.278627505875193,10,1,1.0,tune
