system,stratum,alg,start,n,instances,start_gap_median,final_gap_median,final_gap_iqr,conv_rate,trivial_start_rate,incumbent_return_rate,improvement_median,first_ctrl_err_median,time_ms_median,fe_exact
flight,Benign,PSO,optimizer_warm,480,24,9.312739422635949e-06,3.57690969570086e-06,9.105274371689678e-06,1.0,0.9354166666666667,0.5041666666666667,8.190053474555233e-13,0.010225636871006579,3.792979012359865,True
flight,Benign,PSO,reference_warm,480,24,1.0219835058372238e-07,9.728285193006298e-08,2.931145963867926e-06,1.0,1.0,0.8083333333333333,4.619773690213953e-13,0.001850051123270386,3.788560497923754,True
flight,Benign,SGO,cold,480,24,4.365997068311799e-06,2.9028127660007356e-09,7.60017396805297e-08,0.9875,0.6666666666666666,0.0,0.9996660343941326,0.00024210733908785977,14.485731502645649,True
flight,Benign,SGO,optimizer_warm,480,24,1.109923063546706e-07,9.503247499439688e-10,2.635234564746925e-08,0.9979166666666667,0.9833333333333333,0.016666666666666666,0.984425307397599,0.0001356898617463038,14.461754501098767,True
flight,Benign,SGO,reference_warm,480,24,1.0219835058372238e-07,1.046228563061818e-09,3.40027866510643e-08,1.0,1.0,0.016666666666666666,0.9793231600527548,0.0001528818186840117,14.464214502368122,True
flight,Benign,WOA,cold,480,24,4.365997068311799e-06,3.2813489158443486e-09,1.2067861133020508e-07,0.99375,0.6666666666666666,0.0,0.9996131623571043,0.0002509963436078692,8.43169649306219,True
flight,Benign,WOA,optimizer_warm,480,24,1.1500253433532578e-07,4.1431121140349823e-10,1.1373680303463712e-08,1.0,0.9916666666666667,0.0,0.993927555013805,7.922367702179031e-05,8.408406501985155,True
flight,Benign,WOA,reference_warm,480,24,1.0219835058372238e-07,3.6277499326089247e-10,1.4656640029849621e-08,1.0,1.0,0.0,0.9926328982930501,7.319143888993168e-05,8.420278987614438,True
flight,High,GWO,cold,100,5,1.0,3.0082043286210158e-05,6.0579606062129496e-05,0.84,0.0,0.0,0.9999699179567139,0.036299776778256146,13.960473996121436,True
flight,High,GWO,optimizer_warm,100,5,0.013615883741445307,3.662504080259876e-05,8.518750452688595e-05,0.75,0.0,0.0,0.9981939817278973,0.03973443215067776,13.95793299889192,True
flight,High,GWO,reference_warm,100,5,0.014239254547644017,2.562772968018668e-05,6.394222547947779e-05,0.86,0.0,0.0,0.9984320797250588,0.03178045516334814,14.07576100609731,True
flight,High,PSO,cold,100,5,1.0,2.1095294566662774e-06,9.29686809736185e-06,0.98,0.0,0.0,0.9999978904705433,0.009595518341620389,3.8129269960336387,True
flight,High,PSO,optimizer_warm,100,5,0.014109228750471077,3.479968994864734e-06,1.1913301957509052e-05,0.96,0.0,0.0,0.9998532146539989,0.012431084401289441,3.738298997632228,True
flight,High,PSO,reference_warm,100,5,0.014239254547644017,2.53296549818109e-06,8.718623887046387e-06,0.97,0.0,0.0,0.9998780440717538,0.011188195010187774,3.7534239963861182,True
flight,High,SGO,cold,100,5,1.0,0.0006732411650965782,0.01189621650614442,0.33,0.0,0.0,0.9993267588349034,0.12271238709304064,14.510067994706333,True
flight,High,SGO,optimizer_warm,100,5,0.019531292326675546,0.00016129953938494432,0.0006458823080148033,0.39,0.01,0.02,0.9912009270857409,0.06942531221534981,14.548439998179674,True
flight,High,SGO,reference_warm,100,5,0.014239254547644017,0.00014069562500438753,0.00029582497325219436,0.45,0.0,0.0,0.990791766429626,0.0587404544564792,14.50829098757822,True
flight,High,WOA,cold,100,5,1.0,1.7260173305942635e-06,1.883673107988183e-05,0.88,0.0,0.0,0.9999982739826694,0.0064187936073356495,8.40295800298918,True
flight,High,WOA,optimizer_warm,100,5,0.01425963340553947,1.2940001313534774e-06,7.935313135758684e-06,0.96,0.0,0.0,0.9999351252775708,0.005000798438478031,8.405934000620618,True
flight,High,WOA,reference_warm,100,5,0.014239254547644017,2.813418883126429e-07,4.218605490017423e-06,0.97,0.0,0.0,0.9999886835392934,0.002619215819868133,8.443600992904976,True
flight,Moderate,GWO,cold,220,11,0.038730499614647265,1.0237772316689514e-06,4.2589900628216965e-06,0.9863636363636363,0.09090909090909091,0.0,0.9999686174243182,0.0054102479145427896,14.073958504013717,True
flight,Moderate,GWO,optimizer_warm,220,11,0.0008789906136065159,1.479639961493931e-06,4.924963842306866e-06,0.9818181818181818,0.004545454545454545,0.0,0.9989750327857294,0.005899111490486486,13.99127149488777,True
flight,Moderate,GWO,reference_warm,220,11,0.0009047544157472637,1.3346540929555506e-06,5.324575633030302e-06,0.9818181818181818,0.0,0.0,0.9988576266783864,0.006232722061426261,14.008495985763147,True
flight,Moderate,PSO,cold,220,11,0.038730499614647265,1.7079571549568514e-05,3.998434509837269e-05,0.9363636363636364,0.09090909090909091,0.00909090909090909,0.9993876846554244,0.02325998997506435,3.789323498494923,True
