system,k,role,stratum,drift_warm_gap,plateau,variant,budget_fe,trial,seed,NP,J_star,J_start,J,norm_gap,converged_1e4,first_control_error,returned_incumbent,improvement_fraction,realized_fe,fe_exact,time_ms
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,25,15011025,8,-1.120334473155334,-1.1076974353042874,-1.1178313789177186,0.002234238343631115,False,0.2177861928537171,False,0.8019239740262297,5000,True,69.13725996855646
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,26,15011026,8,-1.120334473155334,-1.1076974353042874,-1.1201349909710248,0.0001780559190929667,False,0.08968766141703573,False,0.9842144823288087,5000,True,68.98146902676672
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,27,15011027,8,-1.120334473155334,-1.1076974353042874,-1.118023516786318,0.002062737891575708,False,0.1339576338034973,False,0.817128317865675,5000,True,68.85505700483918
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,28,15011028,8,-1.120334473155334,-1.1076974353042874,-1.1199284153072706,0.00036244341113571824,False,0.13311942443267966,False,0.9678676401187063,5000,True,70.09840098908171
flight,7,plateau,High,0.0101959682201341,True,A_no_greedy,5000,29,15011029,8,-1.120334473155334,-1.1076974353042874,-1.1188592326990305,0.0013167857382345197,False,0.10923235924238373,False,0.8832605810244323,5000,True,68.38829204207286
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,0,15012000,8,-1.120334473155334,-1.1076974353042874,-1.1202911983384045,3.862669405108141e-05,True,0.021714036184285142,False,0.9965755569113954,5000,True,73.85255000554025
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,1,15012001,8,-1.120334473155334,-1.1076974353042874,-1.1122776235777434,0.007191468057658781,False,0.31414742920837885,False,0.36244160438885287,5000,True,74.20190202537924
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,2,15012002,8,-1.120334473155334,-1.1076974353042874,-1.1109553000528694,0.008371761582993074,False,0.41618658869654784,False,0.25780287967659443,5000,True,74.1952050011605
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,3,15012003,8,-1.120334473155334,-1.1076974353042874,-1.1202654886451682,6.157492411306706e-05,True,0.0303841900347156,False,0.9945410854205774,5000,True,75.21616498706862
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,4,15012004,8,-1.120334473155334,-1.1076974353042874,-1.120322967243588,1.0270068467704357e-05,True,0.016259351866463042,False,0.9990895088009029,5000,True,74.36956197489053
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,5,15012005,8,-1.120334473155334,-1.1076974353042874,-1.1202686356756444,5.8765914347125985e-05,True,0.028994374999990247,False,0.9947901177106844,5000,True,73.67655000416562
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,6,15012006,8,-1.120334473155334,-1.1076974353042874,-1.1202047752086575,0.00011576716577435582,False,0.0826953785155391,False,0.9897366813168358,5000,True,72.99132802290842
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,7,15012007,8,-1.120334473155334,-1.1076974353042874,-1.1181669985965956,0.0019346673789603333,False,0.19254028744111423,False,0.8284823877014155,5000,True,74.24899004399776
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,8,15012008,8,-1.120334473155334,-1.1076974353042874,-1.1186467085678653,0.001506482776268777,False,0.18026136549137559,False,0.8664430219041487,5000,True,74.13941103732213
flight,7,plateau,High,0.0101959682201341,True,B_no_bridge,5000,9,15012009,8,-1.120334473155334,-1.1076974353042874,-1.120239319326873,8.49334111741141e-05,True,0.027080388170651472,False,0.9924702426642525,5000,True,73.65146302618086
