system,condition,alg,trial,seed,nrmse,reference_nrmse,realized_nfe_mean,fe_exact,time_ms_mean
hvac,reference_event,WOA,4,16033004,0.04126319665781033,0.0412631911061791,1000.0,True,7.637006110599032
hvac,reference_event,WOA,5,16033005,0.041263210295392365,0.0412631911061791,1000.0,True,7.654990059236297
hvac,reference_event,WOA,6,16033006,0.04126319332756906,0.0412631911061791,1000.0,True,7.60260295268381
hvac,reference_event,WOA,7,16033007,0.04126317683473983,0.0412631911061791,1000.0,True,7.657679118856322
hvac,reference_event,WOA,8,16033008,0.04126318248793015,0.0412631911061791,1000.0,True,7.750216429994907
hvac,reference_event,WOA,9,16033009,0.04126307358373814,0.0412631911061791,1000.0,True,7.67231191333849
uav,nominal,SGO,0,17000000,0.001354521422179516,0.0011383115947594536,1000.0,True,12.227098760486115
uav,nominal,SGO,1,17000001,0.0012570082778328125,0.0011383115947594536,1000.0,True,12.20925601257477
uav,nominal,SGO,2,17000002,0.00126548423970793,0.0011383115947594536,1000.0,True,12.068514244019752
uav,nominal,SGO,3,17000003,0.0011731942520644939,0.0011383115947594536,1000.0,True,12.026411846018163
uav,nominal,SGO,4,17000004,0.0013412091608737125,0.0011383115947594536,1000.0,True,11.9556874645059
uav,nominal,SGO,5,17000005,0.001309645116928603,0.0011383115947594536,1000.0,True,12.012739714991767
