system,Nc,dim,role,k,alg,NP,trial,seed,J_star,J,norm_gap,converged_1e4,first_control_error,lambda_min,lambda_max,cond_H,n_active_reference,realized_fe,fe_exact,time_ms
pendcart,5,5,high_drift,10,SGO,20,18,15500018,-151.6035072897875,-151.5653860492391,0.0002514535529546706,False,0.5479409671214472,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,40.91905400855467
pendcart,5,5,high_drift,10,SGO,20,19,15500019,-151.6035072897875,-151.60304693582643,3.036565375721651e-06,True,0.06021382299207367,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,40.745793958194554
pendcart,5,5,high_drift,10,GWO,20,0,15501000,-151.6035072897875,-151.60350668692865,3.976549474775181e-09,True,0.002179004255189909,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.07127997325733
pendcart,5,5,high_drift,10,GWO,20,1,15501001,-151.6035072897875,-151.60350390820787,2.230541820486452e-08,True,0.005160717293615447,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.22661095811054
pendcart,5,5,high_drift,10,GWO,20,2,15501002,-151.6035072897875,-151.6035059339929,8.943029308908588e-09,True,0.003267737850779495,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.7329209940508
pendcart,5,5,high_drift,10,GWO,20,3,15501003,-151.6035072897875,-151.60350728815828,1.0746569646075717e-11,True,0.0001132768002833906,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.92509801033884
pendcart,5,5,high_drift,10,GWO,20,4,15501004,-151.6035072897875,-151.43691944503044,0.0010988389895138161,False,1.1454388634171682,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.42720603523776
pendcart,5,5,high_drift,10,GWO,20,5,15501005,-151.6035072897875,-151.60350728920628,3.833842423848166e-12,True,6.765652516804721e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.39065202092752
pendcart,5,5,high_drift,10,GWO,20,6,15501006,-151.6035072897875,-151.60350690420907,2.5433345065592274e-09,True,0.0017426358021594979,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.72899902006611
pendcart,5,5,high_drift,10,GWO,20,7,15501007,-151.6035072897875,-151.60350528128174,1.3248412228963135e-08,True,0.003977285785367712,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.280029001645744
pendcart,5,5,high_drift,10,GWO,20,8,15501008,-151.6035072897875,-151.60350548274792,1.1919510395144397e-08,True,0.0037725420919523245,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,49.94850303046405
pendcart,5,5,high_drift,10,GWO,20,9,15501009,-151.6035072897875,-151.52564945410435,0.0005135622326620946,False,0.7830715086260623,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.06899900035933
pendcart,5,5,high_drift,10,GWO,20,10,15501010,-151.6035072897875,-151.6035071741568,7.627179224513122e-10,True,0.0009543040932904479,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.584559969138354
pendcart,5,5,high_drift,10,GWO,20,11,15501011,-151.6035072897875,-151.60350703381374,1.6884422009626191e-09,True,0.001419868086173448,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.955775019247085
pendcart,5,5,high_drift,10,GWO,20,12,15501012,-151.6035072897875,-151.60350728293557,4.519640906521954e-11,True,0.00023230382884853462,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.96525599947199
pendcart,5,5,high_drift,10,GWO,20,13,15501013,-151.6035072897875,-151.6035063420707,6.251285543541477e-09,True,0.002732055669915967,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.74235895881429
pendcart,5,5,high_drift,10,GWO,20,14,15501014,-151.6035072897875,-151.6035064518812,5.526958538036651e-09,True,0.0025689046322714404,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.762770977802575
pendcart,5,5,high_drift,10,GWO,20,15,15501015,-151.6035072897875,-151.60350286413177,2.919230439178555e-08,True,0.005903901085525742,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.396251015830785
pendcart,5,5,high_drift,10,GWO,20,16,15501016,-151.6035072897875,-151.60350710315188,1.2310771730787053e-09,True,0.0012124044407908485,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.84129801252857
pendcart,5,5,high_drift,10,GWO,20,17,15501017,-151.6035072897875,-151.435029316903,0.0011113065647118967,False,1.1519186868447957,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,52.1171250147745
pendcart,5,5,high_drift,10,GWO,20,18,15501018,-151.6035072897875,-151.44285339070433,0.001059697773192576,False,1.1248533202456554,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,51.206168020144105
pendcart,5,5,high_drift,10,GWO,20,19,15501019,-151.6035072897875,-151.60350262418322,3.077504183916698e-08,True,0.006061836388099984,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,50.6015419960022
pendcart,5,5,high_drift,10,PSO,30,0,15502000,-151.6035072897875,-151.60350722314672,4.395728119799867e-10,True,0.0007244698687147721,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.545894004404545
pendcart,5,5,high_drift,10,PSO,30,1,15502001,-151.6035072897875,-151.60350728852188,8.348215312174025e-12,True,9.983925659362569e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.540785991121083
pendcart,5,5,high_drift,10,PSO,30,2,15502002,-151.6035072897875,-151.60350682892116,3.039945145160303e-09,True,0.0019051876107063492,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.999417015351355
pendcart,5,5,high_drift,10,PSO,30,3,15502003,-151.6035072897875,-151.60350728975453,2.1746979030141184e-13,True,1.6107769181150644e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.590871995314956
pendcart,5,5,high_drift,10,PSO,30,4,15502004,-151.6035072897875,-151.60350727672056,8.61915267505644e-11,True,0.0003208016949269865,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.885237973649055
pendcart,5,5,high_drift,10,PSO,30,5,15502005,-151.6035072897875,-151.60350727835592,7.54044627297429e-11,True,0.00030005650069098166,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.982740986160934
pendcart,5,5,high_drift,10,PSO,30,6,15502006,-151.6035072897875,-149.70380043992404,0.012530757921267654,False,3.8680631318635936,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.634291999973357
pendcart,5,5,high_drift,10,PSO,30,7,15502007,-151.6035072897875,-151.603507180678,7.197029603515643e-10,True,0.0009270038193407437,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.933989974670112
pendcart,5,5,high_drift,10,PSO,30,8,15502008,-151.6035072897875,-151.60350722439776,4.313207708078339e-10,True,0.0007176374540251995,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.903147015720606
pendcart,5,5,high_drift,10,PSO,30,9,15502009,-151.6035072897875,-151.60350592244043,9.019231098378118e-09,True,0.003281630185797635,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.429186003748327
pendcart,5,5,high_drift,10,PSO,30,10,15502010,-151.6035072897875,-151.60350728197662,5.152178037967612e-11,True,0.00024802748218410997,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.245358992833644
pendcart,5,5,high_drift,10,PSO,30,11,15502011,-151.6035072897875,-151.60350720284436,5.734903338996818e-10,True,0.0008274998960400293,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.414643983822316
pendcart,5,5,high_drift,10,PSO,30,12,15502012,-151.6035072897875,-151.60350724272195,3.1045162378018063e-10,True,0.0006088379814930267,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.056709011550993
pendcart,5,5,high_drift,10,PSO,30,13,15502013,-151.6035072897875,-151.60350722729814,4.1218942842793864e-10,True,0.000701541417192475,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.58922198275104
pendcart,5,5,high_drift,10,PSO,30,14,15502014,-151.6035072897875,-151.60350680092176,3.2246334267873054e-09,True,0.001962208082084471,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.13832796830684
pendcart,5,5,high_drift,10,PSO,30,15,15502015,-151.6035072897875,-151.6035072590589,2.0269065583690218e-10,True,0.0004919506451086519,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.869991990271956
pendcart,5,5,high_drift,10,PSO,30,16,15502016,-151.6035072897875,-151.60350728977502,8.2301067191655e-14,True,9.911229577053149e-06,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.073072989471257
pendcart,5,5,high_drift,10,PSO,30,17,15502017,-151.6035072897875,-151.603507289738,3.2657963336643055e-13,True,1.9743837945673803e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.51591001590714
pendcart,5,5,high_drift,10,PSO,30,18,15502018,-151.6035072897875,-151.6035072384974,3.383173778239921e-10,True,0.0006355751971658385,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,24.65796802425757
pendcart,5,5,high_drift,10,PSO,30,19,15502019,-151.6035072897875,-151.60350726680002,1.5162893654808784e-10,True,0.00042549620464504834,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,25.033586018253118
pendcart,5,5,high_drift,10,WOA,8,0,15503000,-151.6035072897875,-151.60350728978716,2.2496874858766743e-15,True,1.5898828145122224e-06,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.951021974440664
pendcart,5,5,high_drift,10,WOA,8,1,15503001,-151.6035072897875,-151.6035072897874,7.498958286255581e-16,True,8.966549944755542e-07,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.477946020662785
pendcart,5,5,high_drift,10,WOA,8,2,15503002,-151.6035072897875,-151.6035072897862,8.623802029193917e-15,True,3.2015662161377634e-06,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.270944968331605
pendcart,5,5,high_drift,10,WOA,8,3,15503003,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.12831600103527
pendcart,5,5,high_drift,10,WOA,8,4,15503004,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,31.96708596078679
pendcart,5,5,high_drift,10,WOA,8,5,15503005,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.13757602497935
pendcart,5,5,high_drift,10,WOA,8,6,15503006,-151.6035072897875,-151.60350728978744,3.7494791431277903e-16,True,6.088956279182156e-07,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.56038000108674
pendcart,5,5,high_drift,10,WOA,8,7,15503007,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,33.015032997354865
pendcart,5,5,high_drift,10,WOA,8,8,15503008,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.04810997704044
pendcart,5,5,high_drift,10,WOA,8,9,15503009,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.066377985756844
pendcart,5,5,high_drift,10,WOA,8,10,15503010,-151.6035072897875,-151.60350728976078,1.7622551972700613e-13,True,1.4507025372978433e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.249372045043856
pendcart,5,5,high_drift,10,WOA,8,11,15503011,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.48340403661132
pendcart,5,5,high_drift,10,WOA,8,12,15503012,-151.6035072897875,-151.60350728969098,6.366615585030988e-13,True,2.7571163356832074e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.05808496568352
pendcart,5,5,high_drift,10,WOA,8,13,15503013,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.4577369610779
pendcart,5,5,high_drift,10,WOA,8,14,15503014,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.15733700199053
pendcart,5,5,high_drift,10,WOA,8,15,15503015,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.4366069980897
pendcart,5,5,high_drift,10,WOA,8,16,15503016,-151.6035072897875,-151.60350728977198,1.0236078060738867e-13,True,1.1054462180082325e-05,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.49850298743695
pendcart,5,5,high_drift,10,WOA,8,17,15503017,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.80099097173661
pendcart,5,5,high_drift,10,WOA,8,18,15503018,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.36058499896899
pendcart,5,5,high_drift,10,WOA,8,19,15503019,-151.6035072897875,-146.8293708006359,0.03149093694795544,False,6.131936868136407,0.20028676612631413,0.4045958473666307,2.020082780264502,4,1000,True,32.861545972991735
pendcart,8,8,initial_transient,4,SGO,20,0,15800000,-356.9631154064405,-207.23395375274163,0.4194527534958795,False,0.14506334176720204,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.56851100176573
pendcart,8,8,initial_transient,4,SGO,20,1,15800001,-356.9631154064405,-274.5692160009564,0.23081908423975378,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.43981700669974
pendcart,8,8,initial_transient,4,SGO,20,2,15800002,-356.9631154064405,-309.03012902361735,0.13427994185966907,False,5.358645801701229,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.97193299094215
pendcart,8,8,initial_transient,4,SGO,20,3,15800003,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.660141967236996
pendcart,8,8,initial_transient,4,SGO,20,4,15800004,-356.9631154064405,-283.2166790843028,0.20659399567983242,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,39.50049902778119
pendcart,8,8,initial_transient,4,SGO,20,5,15800005,-356.9631154064405,-353.3171748399659,0.01021377394222742,False,5.358645801701229,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.50594795262441
pendcart,8,8,initial_transient,4,SGO,20,6,15800006,-356.9631154064405,-309.03012902361735,0.13427994185966907,False,5.358645801701229,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.3409120044671
pendcart,8,8,initial_transient,4,SGO,20,7,15800007,-356.9631154064405,-353.3171748399659,0.01021377394222742,False,5.358645801701229,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,39.795574033632874
pendcart,8,8,initial_transient,4,SGO,20,8,15800008,-356.9631154064405,-314.9388396877338,0.11772722139893259,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.71940598078072
pendcart,8,8,initial_transient,4,SGO,20,9,15800009,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,39.80619495268911
pendcart,8,8,initial_transient,4,SGO,20,10,15800010,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.11627897853032
pendcart,8,8,initial_transient,4,SGO,20,11,15800011,-356.9631154064405,-353.395267349992,0.009995004812713275,False,5.300946667098717,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.14246596489102
pendcart,8,8,initial_transient,4,SGO,20,12,15800012,-356.9631154064405,-309.03012902361735,0.13427994185966907,False,5.358645801701229,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.20339105045423
pendcart,8,8,initial_transient,4,SGO,20,13,15800013,-356.9631154064405,-228.31000540691576,0.3604100940598288,False,3.7525392390504915,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,39.71684497082606
pendcart,8,8,initial_transient,4,SGO,20,14,15800014,-356.9631154064405,-314.9539906500585,0.11768477734331231,False,4.618940813550106,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.88083899114281
pendcart,8,8,initial_transient,4,SGO,20,15,15800015,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,39.95555697474629
pendcart,8,8,initial_transient,4,SGO,20,16,15800016,-356.9631154064405,-356.96311533957214,1.8732574366509045e-10,True,0.0007257058804034933,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.01055099070072
pendcart,8,8,initial_transient,4,SGO,20,17,15800017,-356.9631154064405,-282.0760276167655,0.20978942797607567,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.0205870391801
pendcart,8,8,initial_transient,4,SGO,20,18,15800018,-356.9631154064405,-209.33336168905706,0.41357145135090856,False,1.138452043169384,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,40.401018981356174
pendcart,8,8,initial_transient,4,SGO,20,19,15800019,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,39.71645998535678
pendcart,8,8,initial_transient,4,GWO,20,0,15801000,-356.9631154064405,-356.94085875993665,6.234998951792301e-05,True,0.4186779831475983,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,64.9626919766888
pendcart,8,8,initial_transient,4,GWO,20,1,15801001,-356.9631154064405,-356.95026111246494,3.6010146205001965e-05,True,0.3181810959131983,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,65.01100497553125
pendcart,8,8,initial_transient,4,GWO,20,2,15801002,-356.9631154064405,-356.7336530099682,0.0006428182256619859,False,1.3443304068589832,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,65.4419909697026
pendcart,8,8,initial_transient,4,GWO,20,3,15801003,-356.9631154064405,-356.7913385486748,0.0004812173873206732,False,1.1631415941364573,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,65.88328198995441
pendcart,8,8,initial_transient,4,GWO,20,4,15801004,-356.9631154064405,-356.881431489436,0.00022883013252365176,False,0.8020815694711253,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,65.03319897456095
pendcart,8,8,initial_transient,4,GWO,20,5,15801005,-356.9631154064405,-356.9626854436265,1.204502077214729e-06,True,0.058192324796555395,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,64.30279201595113
pendcart,8,8,initial_transient,4,GWO,20,6,15801006,-356.9631154064405,-356.78845148068916,0.0004893052481136244,False,1.1728753743683158,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.868111988995224
pendcart,8,8,initial_transient,4,GWO,20,7,15801007,-356.9631154064405,-356.94674106600513,4.5871239152389585e-05,True,0.3591138600593349,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.4889539796859
pendcart,8,8,initial_transient,4,GWO,20,8,15801008,-356.9631154064405,-356.8902717315734,0.00020406499081609944,False,0.7574364190180009,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,64.34163101948798
pendcart,8,8,initial_transient,4,GWO,20,9,15801009,-356.9631154064405,-356.7140481322401,0.0006977395239191864,False,1.4005821700365328,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.22821899084374
pendcart,8,8,initial_transient,4,GWO,20,10,15801010,-356.9631154064405,-356.20271467022866,0.0021301941388147806,False,2.4472116064383056,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.591300044208765
pendcart,8,8,initial_transient,4,GWO,20,11,15801011,-356.9631154064405,-356.82366397199155,0.0003906606269115279,False,1.0480011334465265,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.760121003724635
pendcart,8,8,initial_transient,4,GWO,20,12,15801012,-356.9631154064405,-342.4722137004729,0.04059495527841359,False,0.7722458190961038,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,62.33696895651519
pendcart,8,8,initial_transient,4,GWO,20,13,15801013,-356.9631154064405,-356.0269757273171,0.0026225109506272646,False,2.6130140457407305,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.07948095491156
pendcart,8,8,initial_transient,4,GWO,20,14,15801014,-356.9631154064405,-356.9387847191423,6.816022790065731e-05,True,0.43775130348935676,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.610891986172646
pendcart,8,8,initial_transient,4,GWO,20,15,15801015,-356.9631154064405,-337.98729350840966,0.053159055036890474,False,1.6885934914186929,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.694265962112695
pendcart,8,8,initial_transient,4,GWO,20,16,15801016,-356.9631154064405,-356.90181541663196,0.00017172639738636267,False,0.6948330386245479,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.50909697357565
pendcart,8,8,initial_transient,4,GWO,20,17,15801017,-356.9631154064405,-344.2849742551093,0.03551666994192324,False,2.225135252654257,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.048020005226135
pendcart,8,8,initial_transient,4,GWO,20,18,15801018,-356.9631154064405,-356.8793869543783,0.00023455771324416066,False,0.8120575163211697,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.799283001571894
pendcart,8,8,initial_transient,4,GWO,20,19,15801019,-356.9631154064405,-356.94177247172837,5.979030827274877e-05,True,0.4099938359028372,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,63.754429982509464
pendcart,8,8,initial_transient,4,PSO,30,0,15802000,-356.9631154064405,-356.9631153929766,3.771799272885902e-11,True,0.0003256390268675524,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.970960977952927
pendcart,8,8,initial_transient,4,PSO,30,1,15802001,-356.9631154064405,-356.96311538206913,6.827424854566997e-11,True,0.00043811771298374325,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.970445956569165
pendcart,8,8,initial_transient,4,PSO,30,2,15802002,-356.9631154064405,-356.9631152025832,5.710879272630928e-10,True,0.0012671073430240432,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,25.057544989977032
pendcart,8,8,initial_transient,4,PSO,30,3,15802003,-356.9631154064405,-356.963115398556,2.208778138752478e-11,True,0.0002491954183214684,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.453169957268983
pendcart,8,8,initial_transient,4,PSO,30,4,15802004,-356.9631154064405,-356.96311532100265,2.3934650879503305e-10,True,0.0008203053162311735,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.278772005345672
pendcart,8,8,initial_transient,4,PSO,30,5,15802005,-356.9631154064405,-356.9631154062396,5.629194642257732e-13,True,3.977965372525816e-05,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.307421990670264
pendcart,8,8,initial_transient,4,PSO,30,6,15802006,-356.9631154064405,-356.9631154057441,1.9510294980747308e-12,True,7.406209295085509e-05,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.319863005075604
pendcart,8,8,initial_transient,4,PSO,30,7,15802007,-356.9631154064405,-353.3171748399659,0.01021377394222742,False,5.358645801701229,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.105703982058913
pendcart,8,8,initial_transient,4,PSO,30,8,15802008,-356.9631154064405,-356.96311540644047,1.5924171548112396e-16,True,3.494482540000732e-07,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.17366998270154
pendcart,8,8,initial_transient,4,PSO,30,9,15802009,-356.9631154064405,-356.9631154048224,4.532974672885675e-12,True,0.00011288842886397754,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.521863961126655
pendcart,8,8,initial_transient,4,PSO,30,10,15802010,-356.9631154064405,-356.9631154062986,3.976265635563665e-13,True,3.344049307374419e-05,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.418702989351004
pendcart,8,8,initial_transient,4,PSO,30,11,15802011,-356.9631154064405,-356.9631153143955,2.57855810352266e-10,True,0.0008514327479245409,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.358533031772822
pendcart,8,8,initial_transient,4,PSO,30,12,15802012,-356.9631154064405,-356.9631149980137,1.1441709939794487e-09,True,0.0017935249483544413,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.36268999008462
pendcart,8,8,initial_transient,4,PSO,30,13,15802013,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.08192597795278
pendcart,8,8,initial_transient,4,PSO,30,14,15802014,-356.9631154064405,-356.96311527628757,3.6461177489424247e-10,True,0.0010124585900599947,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.32566398056224
pendcart,8,8,initial_transient,4,PSO,30,15,15802015,-356.9631154064405,-356.96311540295915,9.752758864641436e-12,True,0.00016558885228801223,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.80497199576348
pendcart,8,8,initial_transient,4,PSO,30,16,15802016,-356.9631154064405,-356.9631154061884,7.062370081587847e-13,True,4.4563494921545654e-05,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.95353703852743
pendcart,8,8,initial_transient,4,PSO,30,17,15802017,-356.9631154064405,-356.96311540605046,1.0927166516314725e-12,True,5.543193960072523e-05,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.373980006203055
pendcart,8,8,initial_transient,4,PSO,30,18,15802018,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.585578008554876
pendcart,8,8,initial_transient,4,PSO,30,19,15802019,-356.9631154064405,-356.963115406404,1.023924230543627e-13,True,1.698497346680483e-05,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,24.8685100232251
pendcart,8,8,initial_transient,4,WOA,8,0,15803000,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,32.76882600039244
pendcart,8,8,initial_transient,4,WOA,8,1,15803001,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,31.94215300027281
pendcart,8,8,initial_transient,4,WOA,8,2,15803002,-356.9631154064405,-354.22791655307356,0.007662413104649907,False,4.641354198298771,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,31.978397979401052
pendcart,8,8,initial_transient,4,WOA,8,3,15803003,-356.9631154064405,-356.9631154064377,7.962085774056198e-15,True,4.76758037770697e-06,0.20026829155587844,0.46099988965599725,2.3019115311490537,7,1000,True,32.747892022598535
