check,system,alg,trial,submitted,phase2,abs_diff,rel_diff,material,step,nfe_submitted,nfe_phase2
closed_loop_nrmse,hvac,SGO,0.0,0.0206982160573637,0.02069821605736373,3.122502256758253e-17,1.50858520758719e-15,False,,,
closed_loop_nrmse,hvac,SGO,1.0,0.0207170776673737,0.020717077667373754,5.551115123125783e-17,2.6794875282376143e-15,False,,,
closed_loop_nrmse,hvac,SGO,2.0,0.0207008246914021,0.020700824691402147,4.85722573273506e-17,2.3463923805665893e-15,False,,,
closed_loop_nrmse,hvac,SGO,3.0,0.0207066362169628,0.020706636216962827,2.7755575615628914e-17,1.3404193382646887e-15,False,,,
closed_loop_nrmse,hvac,SGO,4.0,0.020700008407166,0.02070000840716605,4.85722573273506e-17,2.3464849082155774e-15,False,,,
closed_loop_nrmse,hvac,SGO,5.0,0.0206915374078213,0.020691537407821377,7.632783294297951e-17,3.6888430008167476e-15,False,,,
closed_loop_nrmse,hvac,SGO,6.0,0.0207061866379839,0.020706186637983917,1.734723475976807e-17,8.377802761589094e-16,False,,,
closed_loop_nrmse,hvac,SGO,7.0,0.0207018445244633,0.0207018445244633,0.0,0.0,False,,,
closed_loop_nrmse,hvac,SGO,8.0,0.020703301861802,0.020703301861802036,3.469446951953614e-17,1.6757940231528053e-15,False,,,
closed_loop_nrmse,hvac,SGO,9.0,0.020710504505652,0.02071050450565207,6.938893903907228e-17,3.3504224399813968e-15,False,,,
closed_loop_nrmse,hvac,GWO,0.0,0.020730754136662,0.020730754136662023,2.0816681711721685e-17,1.004144932427119e-15,False,,,
closed_loop_nrmse,hvac,GWO,1.0,0.0207192428678286,0.020719242867828606,6.938893903907228e-18,3.3490093958411293e-16,False,,,
closed_loop_nrmse,hvac,GWO,2.0,0.0207321489858729,0.020732148985872948,4.85722573273506e-17,2.3428472060686153e-15,False,,,
closed_loop_nrmse,hvac,GWO,3.0,0.0207286620744834,0.020728662074483494,9.367506770274758e-17,4.519108245681706e-15,False,,,
closed_loop_nrmse,hvac,GWO,4.0,0.0207274204625843,0.020727420462584353,5.204170427930421e-17,2.5107660826993056e-15,False,,,
closed_loop_nrmse,hvac,GWO,5.0,0.0207330634768304,0.020733063476830436,3.469446951953614e-17,1.6733884772169767e-15,False,,,
closed_loop_nrmse,hvac,GWO,6.0,0.0207231007508797,0.020723100750879762,6.245004513516506e-17,3.0135473395560286e-15,False,,,
closed_loop_nrmse,hvac,GWO,7.0,0.0207234548447279,0.020723454844727943,4.163336342344337e-17,2.0089972321403254e-15,False,,,
closed_loop_nrmse,hvac,GWO,8.0,0.0207281113480304,0.020728111348030463,6.245004513516506e-17,3.0128188760959693e-15,False,,,
closed_loop_nrmse,hvac,GWO,9.0,0.0207272773820184,0.020727277382018405,6.938893903907228e-18,3.347711219384245e-16,False,,,
closed_loop_nrmse,hvac,PSO,0.0,0.0207050626868686,0.020705062686868673,7.28583859910259e-17,3.518868167312218e-15,False,,,
closed_loop_nrmse,hvac,PSO,1.0,0.0207102765178639,0.020710276517863904,3.469446951953614e-18,1.6752296614489917e-16,False,,,
closed_loop_nrmse,hvac,PSO,2.0,0.0207026230574944,0.020702623057494485,8.326672684688674e-17,4.022037527111521e-15,False,,,
