case,seed,grouping,mode,environment,change_frequency,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,error_at_0,error_at_5,error_at_10,error_at_25,error_at_50,error_at_75,late_half_reduction,late_half_fraction,recovery_evals_50,recovery_success_50,recovery_frac_50,recovery_evals_90,recovery_success_90,recovery_frac_90
F1,5,fitness,population_persistence,39,5000,85.54589143752193,19.134745654603883,21.42648232219395,66.41114578291806,0.7763218626510093,85.54589143752193,29.02166450075144,25.798402736118426,25.184727408275883,19.134745654603883,19.134745654603883,0.0,0.0,11,True,0.0022,1121,True,0.2242
F1,5,fitness,population_persistence,40,5000,93.039066440434,28.831788276160324,30.76110503801118,64.20727816427367,0.6901109460871561,93.039066440434,33.25932946289046,33.25932946289046,30.559871835176686,30.559871835176686,29.625733636295976,1.728083559016362,0.026914138216466325,3,True,0.0006,14,True,0.0028
F1,5,fitness,population_persistence,41,5000,127.47086917554046,27.064902889585213,29.09821552163494,100.40596628595524,0.7876777410820501,127.47086917554046,40.5227552848418,40.5227552848418,27.064902889585213,27.064902889585213,27.064902889585213,0.0,0.0,2,True,0.0004,565,True,0.113
F1,5,fitness,population_persistence,42,5000,84.95270138970216,22.394963338251117,27.746793104801892,62.55773805145104,0.7363831523671147,84.95270138970216,45.68637070360446,34.11292052541992,28.08962936526916,28.08962936526916,22.394963338251117,5.6946660270180445,0.09103056159630368,5,True,0.001,1212,True,0.2424
F1,5,fitness,population_persistence,43,5000,185.2640490584825,7.972146546986053,10.049722601174683,177.29190251149646,0.9569687341526825,185.2640490584825,10.074728659318374,10.074728659318374,10.074728659318374,10.074728659318374,10.074728659318374,2.102582112332321,0.011859436796308166,2,True,0.0004,13,True,0.0026
F1,5,fitness,population_persistence,44,5000,131.5655873470017,11.46642343474246,12.389618325705738,120.09916391225923,0.9128463326470014,131.5655873470017,14.798945742521639,14.798945742521639,11.46642343474246,11.46642343474246,11.46642343474246,0.0,0.0,3,True,0.0006,18,True,0.0036
F1,5,fitness,population_persistence,45,5000,35.945978607510085,10.912226144982228,11.012364973999647,25.033752462527858,0.6964270672908494,35.945978607510085,10.912226144982228,10.912226144982228,10.912226144982228,10.912226144982228,10.912226144982228,0.0,0.0,37,True,0.0074,37,True,0.0074
F1,5,fitness,population_persistence,46,5000,63.912034074227265,18.330952786667567,20.173666606239667,45.5810812875597,0.7131846442975348,63.912034074227265,20.694258721968165,20.694258721968165,20.694258721968165,20.694258721968165,19.599630210725977,2.3633059353005983,0.05184839561815327,3,True,0.0006,4,True,0.0008
F1,5,fitness,population_persistence,47,5000,160.05030187865805,13.152913200999329,13.276596802694854,146.8973886776587,0.9178201287557008,160.05030187865805,13.152913200999329,13.152913200999329,13.152913200999329,13.152913200999329,13.152913200999329,0.0,0.0,3,True,0.0006,9,True,0.0018
F1,5,fitness,population_persistence,48,5000,121.30911154511007,16.919000134828806,16.97065547899736,104.39011141028126,0.8605298487530568,121.30911154511007,16.919000134828806,16.919000134828806,16.919000134828806,16.919000134828806,16.919000134828806,0.0,0.0,3,True,0.0006,9,True,0.0018
F1,5,fitness,population_persistence,49,5000,146.8793705990235,18.53948141128552,21.364061581714253,128.33988918773798,0.8737774996197541,146.8793705990235,22.428777419946968,22.428777419946968,22.428777419946968,22.428777419946968,18.53948141128552,3.8892960086614465,0.0303046545643507,2,True,0.0004,11,True,0.0022
F1,5,fitness,population_persistence,50,5000,46.70558053915539,14.25360488669979,14.312018442874212,32.4519756524556,0.6948200895447526,46.70558053915539,14.25360488669979,14.25360488669979,14.25360488669979,14.25360488669979,14.25360488669979,0.0,0.0,10,True,0.002,10,True,0.002
